Empresa,Ticket,Data_com,Data_pagamento,Provendos,Tipo_provendo
SUL AMERICA,SULA11,2020-07-29,2020-08-10,"R$ 0,3379",Dividendo
SUL AMERICA,SULA11,2020-03-20,2020-11-27,"R$ 0,2067",JCP
SUL AMERICA,SULA11,2020-06-17,2020-11-27,"R$ 0,1933",JCP
SUL AMERICA,SULA11,2020-10-05,2020-11-27,"R$ 0,1985",JCP
SUL AMERICA,SULA11,2020-11-17,2020-11-27,"R$ 0,9077",Dividendo
SUL AMERICA,SULA11,2021-01-06,2021-01-18,"R$ 0,1576",JCP
SUZANO S.A.,SUZB3,2010-04-30,2010-05-17,"R$ 0,01",Dividendo
SUZANO S.A.,SUZB3,2010-08-10,2010-09-10,"R$ 0,1443",JCP
SUZANO S.A.,SUZB3,2010-12-29,2011-03-15,"R$ 0,3637",JCP
SUZANO S.A.,SUZB3,2011-04-29,2011-05-09,"R$ 0,0316",Dividendo
SUZANO S.A.,SUZB3,2011-12-22,2012-03-15,"R$ 0,2262",JCP
SUZANO S.A.,SUZB3,2013-04-30,2013-05-10,"R$ 0,0861",Dividendo
SUZANO S.A.,SUZB3,2014-04-30,2014-05-12,"R$ 0,1054",Dividendo
SUZANO S.A.,SUZB3,2015-05-01,2015-05-11,"R$ 0,1292",Dividendo
SUZANO S.A.,SUZB3,2015-11-12,2015-11-24,"R$ 0,1034",Dividendo
SUZANO S.A.,SUZB3,2016-04-25,2016-05-04,"R$ 0,258",Dividendo
SUZANO S.A.,SUZB3,2017-04-28,2017-05-10,"R$ 0,3184",Dividendo
SUZANO S.A.,SUZB3,2017-11-29,2017-12-11,"R$ 0,183",JCP
SUZANO S.A.,SUZB3,2018-04-26,2018-05-09,"R$ 0,1922",Dividendo
SUZANO S.A.,SUZB3,2019-04-18,2019-04-30,"R$ 0,4447",Dividendo
TAESA,TAEE11,2012-04-27,2012-10-31,"R$ 1,244",Dividendo
TAESA,TAEE11,2012-12-19,2012-12-27,"R$ 0,4644",Dividendo
TAESA,TAEE11,2013-04-30,2013-06-10,"R$ 1,0429",Dividendo
TAESA,TAEE11,2013-12-12,2013-12-20,"R$ 0,6096",Dividendo
TAESA,TAEE11,2013-12-12,2013-12-20,"R$ 0,5515",JCP
TAESA,TAEE11,2014-04-30,2014-05-28,"R$ 1,2008",Dividendo
TAESA,TAEE11,2014-09-26,2014-10-06,"R$ 1,1611",Dividendo
TAESA,TAEE11,2015-04-22,2015-04-30,"R$ 0,4277",Dividendo
TAESA,TAEE11,2015-09-17,2015-09-30,"R$ 0,4277",Dividendo
TAESA,TAEE11,2015-09-17,2015-09-30,"R$ 0,4723",JCP
TAESA,TAEE11,2015-12-18,2015-12-30,"R$ 0,32",Dividendo
TAESA,TAEE11,2015-12-18,2015-12-30,"R$ 0,2379",JCP
TAESA,TAEE11,2016-04-18,2016-04-19,"R$ 0,9366",Dividendo
TAESA,TAEE11,2016-05-24,2016-06-03,"R$ 0,2704",Dividendo
TAESA,TAEE11,2016-05-24,2016-06-03,"R$ 0,3727",JCP
TAESA,TAEE11,2016-08-17,2016-08-29,"R$ 0,5052",Dividendo
TAESA,TAEE11,2016-08-17,2016-08-29,"R$ 0,0711",JCP
TAESA,TAEE11,2016-11-23,2016-12-05,"R$ 0,1212",Dividendo
TAESA,TAEE11,2016-11-23,2016-12-05,"R$ 0,4269",JCP
TAESA,TAEE11,2017-05-04,2017-05-12,"R$ 0,5072",Dividendo
TAESA,TAEE11,2017-05-22,2017-05-31,"R$ 0,2904",Dividendo
TAESA,TAEE11,2017-05-22,2017-05-31,"R$ 0,2268",JCP
TAESA,TAEE11,2017-08-15,2017-08-28,"R$ 0,002",Dividendo
TAESA,TAEE11,2017-08-15,2017-08-28,"R$ 0,2009",JCP
TAESA,TAEE11,2017-11-16,2017-11-29,"R$ 0,1291",Dividendo
TAESA,TAEE11,2017-11-16,2017-11-29,"R$ 0,1393",JCP
TAESA,TAEE11,2017-12-15,2017-12-28,"R$ 0,2703",JCP
TAESA,TAEE11,2018-05-02,2018-05-11,"R$ 0,4625",Dividendo
TAESA,TAEE11,2018-05-14,2018-05-23,"R$ 0,546",Dividendo
TAESA,TAEE11,2018-05-14,2018-05-23,"R$ 0,1909",JCP
TAESA,TAEE11,2018-08-09,2018-08-20,"R$ 0,2665",Dividendo
TAESA,TAEE11,2018-08-09,2018-08-20,"R$ 0,2105",JCP
TAESA,TAEE11,2018-11-09,2018-11-22,"R$ 0,7116",Dividendo
TAESA,TAEE11,2018-12-17,2018-12-28,"R$ 0,3993",JCP
TAESA,TAEE11,2019-05-03,2019-05-14,"R$ 0,166",Dividendo
TAESA,TAEE11,2019-05-17,2019-05-28,"R$ 0,0548",Dividendo
TAESA,TAEE11,2019-05-17,2019-05-28,"R$ 0,2261",JCP
TAESA,TAEE11,2019-08-08,2019-08-19,"R$ 0,5226",Dividendo
TAESA,TAEE11,2019-08-08,2019-08-19,"R$ 0,1994",JCP
TAESA,TAEE11,2019-11-19,2019-11-29,"R$ 0,3517",Dividendo
TAESA,TAEE11,2019-11-19,2019-11-29,"R$ 0,1898",JCP
TAESA,TAEE11,2019-12-16,2019-12-27,"R$ 0,1804",JCP
TAESA,TAEE11,2020-05-06,2020-05-15,"R$ 0,1793",Dividendo
TAESA,TAEE11,2020-05-19,2020-05-28,"R$ 0,5238",Dividendo
TAESA,TAEE11,2020-05-19,2020-05-28,"R$ 0,1779",JCP
TAESA,TAEE11,2020-08-17,2020-08-26,"R$ 0,6402",Dividendo
TAESA,TAEE11,2020-08-17,2020-08-26,"R$ 0,1706",JCP
TAESA,TAEE11,2020-11-16,2020-11-25,"R$ 1,1924",Dividendo
TAESA,TAEE11,2020-11-16,2020-11-25,"R$ 0,1696",JCP
TAESA,TAEE11,2020-12-15,2020-12-28,"R$ 0,1574",JCP
TELEFÔNICA BRASIL,VIVT3,2021-02-26,,"R$ 0,0889",JCP
TELEFÔNICA BRASIL,VIVT3,2021-03-31,,"R$ 0,1601",JCP
TELEFÔNICA BRASIL,VIVT3,2011-09-30,2011-11-03,"R$ 0,3191",Dividendo
TELEFÔNICA BRASIL,VIVT3,2011-09-30,2011-11-03,"R$ 1,0429",JCP
TELEFÔNICA BRASIL,VIVT3,2011-12-29,2012-05-02,"R$ 0,515",JCP
TELEFÔNICA BRASIL,VIVT3,2012-04-11,2012-05-02,"R$ 0,8977",Dividendo
TELEFÔNICA BRASIL,VIVT3,2012-04-11,2012-12-12,"R$ 0,7324",Dividendo
TELEFÔNICA BRASIL,VIVT3,2012-11-23,2012-12-12,"R$ 0,9374",Dividendo
TELEFÔNICA BRASIL,VIVT3,2013-01-21,2013-02-18,"R$ 1,3779",Dividendo
TELEFÔNICA BRASIL,VIVT3,2013-04-16,2013-11-26,"R$ 1,2516",Dividendo
TELEFÔNICA BRASIL,VIVT3,2013-08-30,2013-11-26,"R$ 0,1837",JCP
TELEFÔNICA BRASIL,VIVT3,2013-09-30,2013-11-26,"R$ 0,1837",JCP
TELEFÔNICA BRASIL,VIVT3,2013-10-31,2013-11-26,"R$ 0,623",Dividendo
TELEFÔNICA BRASIL,VIVT3,2013-10-31,2013-11-26,"R$ 0,4493",JCP
TELEFÔNICA BRASIL,VIVT3,2013-12-30,2014-02-14,"R$ 0,6347",JCP
TELEFÔNICA BRASIL,VIVT3,2014-03-10,2014-03-27,"R$ 0,871",Dividendo
TELEFÔNICA BRASIL,VIVT3,2014-04-23,2014-05-27,"R$ 0,1107",Dividendo
TELEFÔNICA BRASIL,VIVT3,2014-10-31,2015-06-12,"R$ 0,2553",JCP
TELEFÔNICA BRASIL,VIVT3,2014-11-28,2015-06-12,"R$ 0,3869",JCP
TELEFÔNICA BRASIL,VIVT3,2014-12-30,2015-06-12,"R$ 0,397",JCP
TELEFÔNICA BRASIL,VIVT3,2015-02-10,2015-06-12,"R$ 0,7143",Dividendo
TELEFÔNICA BRASIL,VIVT3,2015-02-10,2015-12-09,"R$ 1,5822",Dividendo
TELEFÔNICA BRASIL,VIVT3,2015-04-09,2015-12-09,"R$ 0,0155",Dividendo
TELEFÔNICA BRASIL,VIVT3,2015-05-25,2016-08-23,"R$ 0,1702",Dividendo
TELEFÔNICA BRASIL,VIVT3,2015-05-25,2016-08-23,"R$ 0,3246",JCP
TELEFÔNICA BRASIL,VIVT3,2015-07-31,2016-08-23,"R$ 0,1227",JCP
TELEFÔNICA BRASIL,VIVT3,2015-08-31,2016-08-23,"R$ 0,1316",JCP
TELEFÔNICA BRASIL,VIVT3,2015-09-30,2016-12-13,"R$ 0,0816",JCP
TELEFÔNICA BRASIL,VIVT3,2015-10-30,2016-12-13,"R$ 0,0489",JCP
TELEFÔNICA BRASIL,VIVT3,2015-11-30,2016-12-13,"R$ 0,1305",JCP
TELEFÔNICA BRASIL,VIVT3,2015-12-30,2016-12-13,"R$ 0,1682",JCP
TELEFÔNICA BRASIL,VIVT3,2016-04-28,2016-12-13,"R$ 0,7149",Dividendo
TELEFÔNICA BRASIL,VIVT3,2016-02-29,2017-08-22,"R$ 0,1111",JCP
TELEFÔNICA BRASIL,VIVT3,2016-03-31,2017-08-22,"R$ 0,1872",JCP
TELEFÔNICA BRASIL,VIVT3,2016-04-29,2017-08-22,"R$ 0,1222",JCP
TELEFÔNICA BRASIL,VIVT3,2016-06-30,2017-08-22,"R$ 0,0894",JCP
TELEFÔNICA BRASIL,VIVT3,2016-09-30,2017-08-22,"R$ 0,361",JCP
TELEFÔNICA BRASIL,VIVT3,2016-12-30,2017-12-13,"R$ 0,3355",Dividendo
TELEFÔNICA BRASIL,VIVT3,2017-04-26,2017-12-13,"R$ 1,063",Dividendo
TELEFÔNICA BRASIL,VIVT3,2017-02-24,2018-08-21,"R$ 0,1",JCP
TELEFÔNICA BRASIL,VIVT3,2017-03-31,2018-08-21,"R$ 0,1944",JCP
TELEFÔNICA BRASIL,VIVT3,2017-06-30,2018-08-21,"R$ 0,0528",JCP
TELEFÔNICA BRASIL,VIVT3,2017-09-29,2018-08-21,"R$ 0,1694",JCP
TELEFÔNICA BRASIL,VIVT3,2017-12-26,2018-08-21,"R$ 0,8256",JCP
TELEFÔNICA BRASIL,VIVT3,2018-04-12,2018-12-11,"R$ 1,2173",Dividendo
TELEFÔNICA BRASIL,VIVT3,2018-06-29,2019-08-20,"R$ 0,2221",JCP
TELEFÔNICA BRASIL,VIVT3,2018-09-17,2019-08-20,"R$ 1,555",JCP
TELEFÔNICA BRASIL,VIVT3,2018-12-17,2019-12-17,"R$ 0,7497",JCP
TELEFÔNICA BRASIL,VIVT3,2019-04-11,2019-12-17,"R$ 1,371",Dividendo
TELEFÔNICA BRASIL,VIVT3,2019-02-28,2020-08-18,"R$ 0,3888",JCP
TELEFÔNICA BRASIL,VIVT3,2019-04-30,2020-08-18,"R$ 0,3166",JCP
TELEFÔNICA BRASIL,VIVT3,2019-06-28,2020-08-18,"R$ 0,5376",JCP
TELEFÔNICA BRASIL,VIVT3,2019-12-30,2020-08-18,"R$ 0,5554",Dividendo
TELEFÔNICA BRASIL,VIVT3,2019-12-30,2020-08-18,"R$ 0,1944",JCP
TELEFÔNICA BRASIL,VIVT3,2020-05-28,2020-12-09,"R$ 1,2193",Dividendo
TIM,TIMS3,2013-05-10,2013-06-12,"R$ 0,3074",Dividendo
TIM,TIMS3,2014-04-10,2014-06-11,"R$ 0,1744",Dividendo
TIM,TIMS3,2014-04-10,2014-09-11,"R$ 0,1744",Dividendo
TIM,TIMS3,2015-05-12,2015-06-16,"R$ 0,1518",Dividendo
TIM,TIMS3,2016-04-12,2016-06-10,"R$ 0,1936",Dividendo
TIM,TIMS3,2017-04-19,2017-06-19,"R$ 0,0614",Dividendo
TIM,TIMS3,2017-11-14,2017-11-24,"R$ 0,0786",JCP
TIM,TIMS3,2018-04-19,2018-06-19,"R$ 0,0427",Dividendo
TIM,TIMS3,2018-05-11,2018-08-10,"R$ 0,095",JCP
TIM,TIMS3,2018-07-25,2018-11-12,"R$ 0,0992",JCP
TIM,TIMS3,2019-01-02,2019-01-24,"R$ 0,157",JCP
TIM,TIMS3,2019-08-09,2019-10-08,"R$ 0,1524",JCP
TIM,TIMS3,2020-01-17,2020-01-29,"R$ 0,1024",JCP
TIM,TIMS3,2019-10-07,2020-03-31,"R$ 0,1565",JCP
TIM,TIMS3,2020-10-19,2020-11-10,"R$ 0,2065",JCP
TOTVS,TOTS3,2009-12-10,2010-01-20,"R$ 0,2408",JCP
TOTVS,TOTS3,2010-03-24,2010-03-24,"R$ 0,5307",Dividendo
TOTVS,TOTS3,2010-12-21,2011-01-19,"R$ 0,2861",JCP
TOTVS,TOTS3,2011-03-10,2011-04-12,"R$ 0,6369",Dividendo
TOTVS,TOTS3,2011-12-21,2012-01-18,"R$ 0,0732",JCP
TOTVS,TOTS3,2012-03-21,2012-04-25,"R$ 0,1348",Dividendo
TOTVS,TOTS3,2012-12-25,2013-01-17,"R$ 0,0829",JCP
TOTVS,TOTS3,2013-03-05,2013-04-10,"R$ 0,1604",Dividendo
TOTVS,TOTS3,2013-08-01,2013-08-28,"R$ 0,0442",JCP
TOTVS,TOTS3,2013-12-25,2014-01-15,"R$ 0,0375",JCP
TOTVS,TOTS3,2014-03-14,2014-04-10,"R$ 0,2368",Dividendo
TOTVS,TOTS3,2014-08-01,2014-08-20,"R$ 0,0445",JCP
TOTVS,TOTS3,2014-12-22,2015-01-14,"R$ 0,0402",JCP
TOTVS,TOTS3,2015-02-27,2015-04-15,"R$ 0,2558",Dividendo
TOTVS,TOTS3,2015-08-03,2015-08-19,"R$ 0,0598",JCP
TOTVS,TOTS3,2015-12-21,2016-01-13,"R$ 0,0639",JCP
TOTVS,TOTS3,2016-04-26,2016-05-11,"R$ 0,1358",Dividendo
TOTVS,TOTS3,2016-08-04,2016-08-24,"R$ 0,089",JCP
TOTVS,TOTS3,2016-12-21,2017-05-10,"R$ 0,0829",JCP
TOTVS,TOTS3,2017-04-20,2017-05-10,"R$ 0,015",Dividendo
TOTVS,TOTS3,2017-08-03,2017-10-06,"R$ 0,0671",JCP
TOTVS,TOTS3,2017-12-27,2018-05-09,"R$ 0,0356",JCP
TOTVS,TOTS3,2018-04-05,2018-05-09,"R$ 0,0111",Dividendo
TOTVS,TOTS3,2018-08-01,2018-10-03,"R$ 0,0367",Dividendo
TOTVS,TOTS3,2018-08-01,2018-10-03,"R$ 0,03",JCP
TOTVS,TOTS3,2018-12-28,2019-05-09,"R$ 0,0267",JCP
TOTVS,TOTS3,2019-08-12,2019-10-10,"R$ 0,0633",JCP
TOTVS,TOTS3,2019-12-23,2020-05-20,"R$ 0,0767",JCP
TOTVS,TOTS3,2020-04-27,2020-05-20,"R$ 0,0434",Dividendo
TOTVS,TOTS3,2020-08-10,2020-10-22,"R$ 0,07",JCP
ULTRAPAR PARTICIPAÇÕES,UGPA3,2010-03-03,2010-03-12,"R$ 0,595",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2010-08-18,2010-08-27,"R$ 0,66",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2011-03-02,2011-03-17,"R$ 0,235",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2011-08-17,2011-08-30,"R$ 0,235",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2012-02-22,2012-03-02,"R$ 0,255",JCP
ULTRAPAR PARTICIPAÇÕES,UGPA3,2012-08-08,2012-08-17,"R$ 0,255",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2013-02-27,2013-03-08,"R$ 0,33",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2013-08-07,2013-08-16,"R$ 0,33",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2014-02-26,2014-03-12,"R$ 0,355",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2014-08-13,2014-08-22,"R$ 0,355",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2015-03-04,2015-03-13,"R$ 0,355",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2015-08-12,2015-08-21,"R$ 0,4",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2016-02-24,2016-03-04,"R$ 0,4",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2016-08-17,2016-08-26,"R$ 0,4",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2017-03-01,2017-03-10,"R$ 0,435",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2017-08-16,2017-08-25,"R$ 0,425",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2018-03-01,2018-03-12,"R$ 0,45",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2018-08-09,2018-08-20,"R$ 0,28",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2019-02-28,2019-03-13,"R$ 0,35",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2019-08-22,2019-08-30,"R$ 0,2",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2020-02-27,2020-03-06,"R$ 0,24",Dividendo
ULTRAPAR PARTICIPAÇÕES,UGPA3,2021-03-04,2021-03-12,"R$ 0,44",Dividendo
USIMINAS,USIM5,2009-12-29,2010-05-03,"R$ 0,6543",JCP
USIMINAS,USIM5,2010-03-25,2010-05-03,"R$ 0,1537",Dividendo
USIMINAS,USIM5,2010-10-07,2010-10-20,"R$ 0,2445",JCP
USIMINAS,USIM5,2010-12-29,2011-02-22,"R$ 0,1892",JCP
USIMINAS,USIM5,2011-03-21,2011-04-04,"R$ 0,1506",JCP
USIMINAS,USIM5,2012-03-19,2012-04-26,"R$ 0,0866",JCP
USIMINAS,USIM5,2015-04-28,2015-06-26,"R$ 0,0327",Dividendo
USIMINAS,USIM5,2018-04-25,2018-05-30,"R$ 0,0475",Dividendo
USIMINAS,USIM5,2019-01-07,2019-05-31,"R$ 0,0792",JCP
USIMINAS,USIM5,2019-04-23,2019-05-31,"R$ 0,0689",Dividendo
USIMINAS,USIM5,2019-07-03,2019-07-15,"R$ 0,0113",JCP
USIMINAS,USIM5,2020-04-28,2020-05-29,"R$ 0,0435",Dividendo
VALE,VALE3,2010-04-14,2010-04-30,"R$ 0,4217",JCP
VALE,VALE3,2010-10-14,2010-10-29,"R$ 0,5626",JCP
VALE,VALE3,2011-01-14,2011-01-31,"R$ 0,32",JCP
VALE,VALE3,2011-04-13,2011-04-29,"R$ 0,6082",JCP
VALE,VALE3,2011-08-11,2011-08-26,"R$ 0,9334",Dividendo
VALE,VALE3,2011-10-14,2011-10-31,"R$ 0,3893",Dividendo
VALE,VALE3,2011-10-14,2011-10-31,"R$ 0,6343",JCP
VALE,VALE3,2012-04-13,2012-04-30,"R$ 1,0753",JCP
VALE,VALE3,2012-10-16,2012-10-31,"R$ 0,6607",Dividendo
VALE,VALE3,2012-10-16,2012-10-31,"R$ 0,5259",JCP
VALE,VALE3,2013-04-16,2013-04-30,"R$ 0,1536",Dividendo
VALE,VALE3,2013-04-16,2013-04-30,"R$ 0,7104",JCP
VALE,VALE3,2013-10-17,2013-10-31,"R$ 0,1206",Dividendo
VALE,VALE3,2013-10-17,2013-10-31,"R$ 0,8237",JCP
VALE,VALE3,2014-04-14,2014-04-30,"R$ 0,8989",JCP
VALE,VALE3,2014-10-16,2014-10-31,"R$ 0,34",Dividendo
VALE,VALE3,2014-10-16,2014-10-31,"R$ 0,6508",JCP
VALE,VALE3,2015-04-14,2015-10-30,"R$ 0,6018",JCP
VALE,VALE3,2015-10-15,2015-10-30,"R$ 0,3736",Dividendo
VALE,VALE3,2016-12-01,2016-12-16,"R$ 0,1663",JCP
VALE,VALE3,2017-04-20,2017-04-28,"R$ 0,9056",JCP
VALE,VALE3,2017-12-21,2018-03-15,"R$ 0,4199",JCP
VALE,VALE3,2018-03-06,2018-03-15,"R$ 0,4885",JCP
VALE,VALE3,2018-08-02,2018-09-20,"R$ 0,1717",Dividendo
VALE,VALE3,2018-08-02,2018-09-20,"R$ 1,3086",JCP
VALE,VALE3,2019-12-26,2020-08-07,"R$ 1,4144",JCP
VALE,VALE3,2020-09-21,2020-09-30,"R$ 1,4102",Dividendo
VALE,VALE3,2020-09-21,2020-09-30,"R$ 0,9973",JCP
VALE,VALE3,2021-03-04,2021-03-15,"R$ 3,4259",Dividendo
VALE,VALE3,2021-03-04,2021-03-15,"R$ 0,8357",JCP
VIA VAREJO,VVAR3,2013-04-12,2013-06-07,"R$ 0,0145",Dividendo
VIA VAREJO,VVAR3,2013-10-18,2013-11-08,"R$ 0,5651",Dividendo
VIA VAREJO,VVAR3,2015-04-23,2015-06-17,"R$ 0,1725",Dividendo
VIA VAREJO,VVAR3,2016-04-26,2016-06-23,"R$ 0,0005",Dividendo
VIA VAREJO,VVAR3,2016-09-12,2016-11-10,"R$ 0,0021",Dividendo
VIA VAREJO,VVAR3,2017-12-15,2017-12-28,"R$ 0,027",JCP
VIA VAREJO,VVAR3,2018-04-26,2018-06-21,"R$ 0,0119",Dividendo
WEG,WEGE3,2009-09-17,2010-03-10,"R$ 0,0235",JCP
WEG,WEGE3,2009-12-14,2010-03-10,"R$ 0,0088",JCP
WEG,WEGE3,2010-02-23,2010-03-10,"R$ 0,1025",Dividendo
WEG,WEGE3,2010-03-23,2010-08-11,"R$ 0,0253",JCP
WEG,WEGE3,2010-06-29,2010-08-11,"R$ 0,0294",JCP
WEG,WEGE3,2010-07-27,2010-08-11,"R$ 0,0535",Dividendo
WEG,WEGE3,2010-09-21,2011-03-16,"R$ 0,0276",JCP
WEG,WEGE3,2010-12-21,2011-03-16,"R$ 0,0294",JCP
WEG,WEGE3,2011-02-22,2011-03-16,"R$ 0,0815",Dividendo
WEG,WEGE3,2011-03-22,2011-08-17,"R$ 0,0341",JCP
WEG,WEGE3,2011-06-21,2011-08-17,"R$ 0,0382",JCP
WEG,WEGE3,2011-07-21,2011-08-17,"R$ 0,0485",Dividendo
WEG,WEGE3,2011-09-20,2012-03-14,"R$ 0,0412",JCP
WEG,WEGE3,2011-12-20,2012-03-14,"R$ 0,0412",JCP
WEG,WEGE3,2012-02-14,2012-03-14,"R$ 0,07",Dividendo
WEG,WEGE3,2012-03-20,2012-08-15,"R$ 0,0382",JCP
WEG,WEGE3,2012-06-26,2012-08-15,"R$ 0,0382",JCP
WEG,WEGE3,2012-07-24,2012-08-15,"R$ 0,05",Dividendo
WEG,WEGE3,2012-09-25,2013-03-13,"R$ 0,0382",JCP
WEG,WEGE3,2012-12-18,2013-03-13,"R$ 0,0347",JCP
WEG,WEGE3,2013-02-26,2013-03-13,"R$ 0,103",Dividendo
WEG,WEGE3,2013-03-26,2013-08-21,"R$ 0,0324",JCP
WEG,WEGE3,2013-06-25,2013-08-21,"R$ 0,0353",JCP
WEG,WEGE3,2013-07-30,2013-08-21,"R$ 0,0925",Dividendo
WEG,WEGE3,2013-09-24,2014-03-12,"R$ 0,0382",JCP
WEG,WEGE3,2013-12-17,2014-03-12,"R$ 0,0424",JCP
WEG,WEGE3,2014-02-25,2014-03-12,"R$ 0,1315",Dividendo
WEG,WEGE3,2014-03-25,2014-08-13,"R$ 0,0418",JCP
WEG,WEGE3,2014-06-24,2014-08-13,"R$ 0,0353",JCP
WEG,WEGE3,2014-07-22,2014-08-13,"R$ 0,0777",Dividendo
WEG,WEGE3,2014-09-23,2015-03-11,"R$ 0,0359",JCP
WEG,WEGE3,2014-12-16,2015-03-11,"R$ 0,0382",JCP
WEG,WEGE3,2015-02-24,2015-03-11,"R$ 0,1038",Dividendo
WEG,WEGE3,2015-06-23,2015-08-12,"R$ 0,0488",JCP
WEG,WEGE3,2015-07-28,2015-08-12,"R$ 0,083",Dividendo
WEG,WEGE3,2015-09-22,2016-03-16,"R$ 0,0541",JCP
WEG,WEGE3,2015-12-15,2016-03-16,"R$ 0,0588",JCP
WEG,WEGE3,2016-02-23,2016-03-16,"R$ 0,0809",Dividendo
WEG,WEGE3,2016-03-22,2016-08-17,"R$ 0,0553",JCP
WEG,WEGE3,2016-06-28,2016-08-17,"R$ 0,0667",JCP
WEG,WEGE3,2016-07-29,2016-08-17,"R$ 0,0363",Dividendo
WEG,WEGE3,2016-09-23,2017-03-15,"R$ 0,0581",JCP
WEG,WEGE3,2016-12-16,2017-03-15,"R$ 0,0787",JCP
WEG,WEGE3,2017-02-24,2017-03-15,"R$ 0,0637",Dividendo
WEG,WEGE3,2017-03-24,2017-08-16,"R$ 0,0653",JCP
WEG,WEGE3,2017-06-30,2017-08-16,"R$ 0,0606",JCP
WEG,WEGE3,2017-07-21,2017-08-16,"R$ 0,053",Dividendo
WEG,WEGE3,2017-09-29,2018-03-14,"R$ 0,0581",JCP
WEG,WEGE3,2017-12-15,2018-03-14,"R$ 0,0571",JCP
WEG,WEGE3,2018-03-02,2018-03-14,"R$ 0,0821",Dividendo
WEG,WEGE3,2018-03-23,2018-08-15,"R$ 0,0525",JCP
WEG,WEGE3,2018-06-29,2018-08-15,"R$ 0,0392",JCP
WEG,WEGE3,2018-07-20,2018-08-15,"R$ 0,0824",Dividendo
WEG,WEGE3,2018-09-21,2019-03-13,"R$ 0,0393",JCP
WEG,WEGE3,2018-12-21,2019-03-13,"R$ 0,0514",JCP
WEG,WEGE3,2019-02-22,2019-03-13,"R$ 0,0829",Dividendo
WEG,WEGE3,2019-03-22,2019-08-14,"R$ 0,0464",JCP
WEG,WEGE3,2019-06-28,2019-08-14,"R$ 0,0429",JCP
WEG,WEGE3,2019-07-26,2019-08-14,"R$ 0,0891",Dividendo
WEG,WEGE3,2019-09-20,2020-03-11,"R$ 0,0409",JCP
WEG,WEGE3,2019-12-20,2020-03-11,"R$ 0,0382",JCP
WEG,WEGE3,2020-02-21,2020-03-11,"R$ 0,1678",Dividendo
WEG,WEGE3,2020-03-20,2020-08-12,"R$ 0,0302",JCP
WEG,WEGE3,2020-06-26,2020-08-12,"R$ 0,0382",JCP
WEG,WEGE3,2020-07-24,2020-08-12,"R$ 0,1268",Dividendo
WEG,WEGE3,2021-02-26,2021-03-10,"R$ 0,3494",Dividendo
WEG,WEGE3,2021-03-26,2021-08-11,"R$ 0,0338",JCP
YDUQS,YDUQ3,2010-04-19,2010-04-29,"R$ 0,3884",Dividendo
YDUQS,YDUQ3,2011-04-19,2011-05-06,"R$ 0,467",Dividendo
YDUQS,YDUQ3,2012-04-03,2012-08-31,"R$ 0,2026",Dividendo
YDUQS,YDUQ3,2013-04-30,2013-06-28,"R$ 0,2677",Dividendo
YDUQS,YDUQ3,2014-04-30,2014-06-30,"R$ 0,1981",Dividendo
YDUQS,YDUQ3,2015-04-28,2015-06-30,"R$ 0,3287",Dividendo
YDUQS,YDUQ3,2016-04-27,2016-06-30,"R$ 0,3745",Dividendo
YDUQS,YDUQ3,2016-11-10,2016-11-22,"R$ 0,454",Dividendo
YDUQS,YDUQ3,2016-12-21,2016-12-29,"R$ 0,454",Dividendo
YDUQS,YDUQ3,2017-04-19,2017-05-05,"R$ 0,2835",Dividendo
YDUQS,YDUQ3,2018-04-18,2018-06-14,"R$ 0,3255",Dividendo
YDUQS,YDUQ3,2018-11-15,2018-12-21,"R$ 1,3328",Dividendo
YDUQS,YDUQ3,2019-04-26,2019-06-13,"R$ 0,5102",Dividendo
YDUQS,YDUQ3,2020-04-24,2020-12-10,"R$ 0,5097",Dividendo
