Empresa,Ticket,Data_com,Data_pagamento,Provendos,Tipo_provendo
AMBEV,ABEV3,2014-01-14,2014-01-23,"R$ 0,1",Dividendo
AMBEV,ABEV3,2014-01-14,2014-01-23,"R$ 0,154",JCP
AMBEV,ABEV3,2014-04-02,2014-04-25,"R$ 0,13",Dividendo
AMBEV,ABEV3,2014-07-28,2014-08-28,"R$ 0,06",Dividendo
AMBEV,ABEV3,2014-07-28,2014-08-28,"R$ 0,1",JCP
AMBEV,ABEV3,2014-10-27,2014-11-13,"R$ 0,22",Dividendo
AMBEV,ABEV3,2015-01-01,2015-01-14,"R$ 0,13",JCP
AMBEV,ABEV3,2015-01-07,2015-01-30,"R$ 0,096",JCP
AMBEV,ABEV3,2015-02-27,2015-03-31,"R$ 0,09",JCP
AMBEV,ABEV3,2015-06-01,2015-06-29,"R$ 0,1",JCP
AMBEV,ABEV3,2015-09-08,2015-09-28,"R$ 0,15",Dividendo
AMBEV,ABEV3,2015-12-21,2015-12-30,"R$ 0,15",JCP
AMBEV,ABEV3,2016-01-29,2016-02-29,"R$ 0,13",JCP
AMBEV,ABEV3,2016-07-11,2016-07-29,"R$ 0,13",Dividendo
AMBEV,ABEV3,2016-10-31,2016-11-25,"R$ 0,16",Dividendo
AMBEV,ABEV3,2016-12-21,2016-12-29,"R$ 0,22",JCP
AMBEV,ABEV3,2017-01-23,2017-02-23,"R$ 0,07",Dividendo
AMBEV,ABEV3,2017-06-23,2017-07-17,"R$ 0,16",Dividendo
AMBEV,ABEV3,2017-12-18,2017-12-28,"R$ 0,31",JCP
AMBEV,ABEV3,2018-01-31,2018-02-22,"R$ 0,07",Dividendo
AMBEV,ABEV3,2018-06-15,2018-07-30,"R$ 0,16",Dividendo
AMBEV,ABEV3,2018-12-18,2018-12-28,"R$ 0,32",JCP
AMBEV,ABEV3,2019-12-19,2019-12-30,"R$ 0,4906",JCP
AMBEV,ABEV3,2020-12-17,2020-12-30,"R$ 0,4137",JCP
AMBEV,ABEV3,2021-01-13,2021-01-28,"R$ 0,0767",Dividendo
ATACADÃO,CRFB3,2018-05-03,2018-05-23,"R$ 0,0986",JCP
ATACADÃO,CRFB3,2018-08-01,2018-08-22,"R$ 0,0613",JCP
ATACADÃO,CRFB3,2018-11-12,2018-12-12,"R$ 0,1916",JCP
ATACADÃO,CRFB3,2019-05-21,2019-06-14,"R$ 0,0454",JCP
ATACADÃO,CRFB3,2019-08-21,2019-09-27,"R$ 0,1184",JCP
ATACADÃO,CRFB3,2019-08-21,2019-11-29,"R$ 0,1184",JCP
ATACADÃO,CRFB3,2020-05-21,2020-06-15,"R$ 0,006",JCP
ATACADÃO,CRFB3,2020-08-21,2020-09-25,"R$ 0,1214",JCP
ATACADÃO,CRFB3,2020-08-21,2020-11-23,"R$ 0,1214",JCP
B2W DIGITAL,BTOW3,2010-03-19,2010-04-12,"R$ 0,1026",Dividendo
B2W DIGITAL,BTOW3,2011-03-25,2011-04-25,"R$ 0,0561",Dividendo
B3,B3SA3,2016-05-23,2016-06-06,"R$ 0,095",JCP
B3,B3SA3,2016-08-22,2016-09-06,"R$ 0,1206",JCP
B3,B3SA3,2016-11-21,2016-12-02,"R$ 0,0821",JCP
B3,B3SA3,2016-12-21,2017-01-12,"R$ 0,2059",JCP
B3,B3SA3,2017-05-22,2017-06-07,"R$ 0,0688",JCP
B3,B3SA3,2017-08-21,2017-09-08,"R$ 0,04",JCP
B3,B3SA3,2017-11-21,2017-12-07,"R$ 0,0825",JCP
B3,B3SA3,2017-12-21,2018-01-08,"R$ 0,2614",JCP
B3,B3SA3,2018-04-23,2018-05-08,"R$ 0,0979",JCP
B3,B3SA3,2018-06-27,2018-07-10,"R$ 0,2211",JCP
B3,B3SA3,2018-09-21,2018-10-05,"R$ 0,1761",JCP
B3,B3SA3,2018-12-21,2019-01-08,"R$ 0,2069",JCP
B3,B3SA3,2019-03-26,2019-04-05,"R$ 0,193",JCP
B3,B3SA3,2019-06-25,2019-07-17,"R$ 0,1905",JCP
B3,B3SA3,2019-07-04,2019-07-17,"R$ 0,1032",Dividendo
B3,B3SA3,2019-09-24,2019-10-07,"R$ 0,1294",Dividendo
B3,B3SA3,2019-09-24,2019-10-07,"R$ 0,1882",JCP
B3,B3SA3,2019-12-30,2020-01-13,"R$ 0,1637",Dividendo
B3,B3SA3,2019-12-30,2020-01-13,"R$ 0,1901",JCP
B3,B3SA3,2020-03-25,2020-04-07,"R$ 0,1685",Dividendo
B3,B3SA3,2020-03-25,2020-04-07,"R$ 0,1434",JCP
B3,B3SA3,2020-03-25,2020-05-07,"R$ 0,3181",Dividendo
B3,B3SA3,2020-06-30,2020-08-07,"R$ 0,1468",JCP
B3,B3SA3,2020-09-24,2020-10-07,"R$ 0,6487",Dividendo
B3,B3SA3,2020-09-24,2020-10-07,"R$ 0,1479",JCP
B3,B3SA3,2021-03-24,2021-04-08,"R$ 0,3931",Dividendo
B3,B3SA3,2021-03-26,2021-04-08,"R$ 0,1145",JCP
B3,B3SA3,2021-03-24,2021-05-07,"R$ 0,5857",Dividendo
BANCO BRADESCO,BBDC3,2009-12-01,2010-01-04,"R$ 0,0132",JCP
BANCO BRADESCO,BBDC3,2010-01-04,2010-02-01,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2009-12-04,2010-03-09,"R$ 0,4998",JCP
BANCO BRADESCO,BBDC3,2010-02-10,2010-03-09,"R$ 0,0214",Dividendo
BANCO BRADESCO,BBDC3,2010-03-01,2010-04-01,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2010-04-02,2010-05-03,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2010-05-03,2010-06-01,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2010-06-01,2010-07-01,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2010-06-28,2010-07-19,"R$ 0,1555",JCP
BANCO BRADESCO,BBDC3,2010-07-01,2010-08-02,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2010-08-02,2010-09-01,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2010-09-01,2010-10-01,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2010-10-01,2010-11-01,"R$ 0,0132",JCP
BANCO BRADESCO,BBDC3,2010-11-02,2010-12-01,"R$ 0,0132",JCP
BANCO BRADESCO,BBDC3,2010-12-01,2011-01-03,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2011-01-03,2011-02-01,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2010-12-06,2011-02-18,"R$ 0,4825",JCP
BANCO BRADESCO,BBDC3,2011-02-11,2011-02-18,"R$ 0,0798",Dividendo
BANCO BRADESCO,BBDC3,2011-02-01,2011-03-01,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2011-03-01,2011-04-01,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2011-04-01,2011-05-02,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2011-05-02,2011-06-01,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2011-06-01,2011-07-01,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2011-06-27,2011-07-18,"R$ 0,1555",JCP
BANCO BRADESCO,BBDC3,2011-07-01,2011-08-01,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2011-08-01,2011-09-01,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2011-09-01,2011-10-03,"R$ 0,0132",Dividendo
BANCO BRADESCO,BBDC3,2011-10-03,2011-11-01,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC3,2011-11-02,2011-12-01,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC3,2011-12-01,2012-01-02,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC3,2012-01-02,2012-02-01,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC3,2012-02-01,2012-03-01,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC3,2011-12-12,2012-03-08,"R$ 0,5762",JCP
BANCO BRADESCO,BBDC3,2012-02-10,2012-03-08,"R$ 0,0377",Dividendo
BANCO BRADESCO,BBDC3,2012-03-01,2012-04-02,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC3,2012-04-02,2012-05-02,"R$ 0,016",JCP
BANCO BRADESCO,BBDC3,2012-05-02,2012-06-01,"R$ 0,016",Dividendo
BANCO BRADESCO,BBDC3,2012-06-01,2012-07-02,"R$ 0,016",Dividendo
BANCO BRADESCO,BBDC3,2012-06-27,2012-07-18,"R$ 0,1882",JCP
BANCO BRADESCO,BBDC3,2012-07-02,2012-08-01,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2012-09-03,2012-10-01,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2012-10-01,2012-11-01,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2012-11-02,2012-12-03,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2012-12-03,2013-01-02,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2013-01-02,2013-02-01,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2013-02-01,2013-03-01,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2012-12-25,2013-03-07,"R$ 0,5126",JCP
BANCO BRADESCO,BBDC3,2013-02-05,2013-03-07,"R$ 0,0665",Dividendo
BANCO BRADESCO,BBDC3,2013-03-01,2013-04-01,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2013-04-01,2013-05-02,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2013-05-02,2013-06-03,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2013-06-03,2013-07-01,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2013-06-27,2013-07-18,"R$ 0,1883",JCP
BANCO BRADESCO,BBDC3,2013-07-01,2013-08-10,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2013-08-01,2013-09-02,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2013-10-01,2013-11-01,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2013-11-01,2013-12-02,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2013-12-02,2014-01-02,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2014-01-02,2014-02-03,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2014-02-03,2014-03-05,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2013-12-25,2014-03-07,"R$ 0,3226",JCP
BANCO BRADESCO,BBDC3,2014-02-10,2014-03-07,"R$ 0,1938",Dividendo
BANCO BRADESCO,BBDC3,2014-03-05,2014-04-01,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2014-04-01,2014-05-02,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2014-05-02,2014-06-02,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2014-06-24,2014-07-18,"R$ 0,1882",JCP
BANCO BRADESCO,BBDC3,2014-07-01,2014-08-01,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2014-08-01,2014-09-01,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2014-09-01,2014-10-01,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2014-10-01,2014-11-03,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2014-11-03,2014-12-01,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2014-12-01,2015-01-02,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2015-01-02,2015-02-02,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2015-02-02,2015-03-02,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2014-12-22,2015-03-06,"R$ 0,5903",JCP
BANCO BRADESCO,BBDC3,2015-02-09,2015-03-06,"R$ 0,1432",Dividendo
BANCO BRADESCO,BBDC3,2015-03-02,2015-04-01,"R$ 0,0188",JCP
BANCO BRADESCO,BBDC3,2015-04-01,2015-05-04,"R$ 0,0147",JCP
BANCO BRADESCO,BBDC3,2015-05-04,2015-06-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2015-06-01,2015-07-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2015-06-22,2015-07-17,"R$ 0,1726",Dividendo
BANCO BRADESCO,BBDC3,2015-07-01,2015-08-03,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2015-08-03,2015-09-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2015-09-01,2015-10-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2015-10-01,2015-11-03,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2015-11-03,2015-12-01,"R$ 0,0147",JCP
BANCO BRADESCO,BBDC3,2015-12-01,2016-01-04,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2016-01-04,2016-02-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2015-12-16,2016-03-01,"R$ 0,7677",JCP
BANCO BRADESCO,BBDC3,2016-03-01,2016-04-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2016-04-01,2016-05-02,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2016-05-02,2016-06-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2016-06-01,2016-07-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2016-06-22,2016-07-18,"R$ 0,1725",JCP
BANCO BRADESCO,BBDC3,2016-08-01,2016-09-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2016-09-01,2016-10-03,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2016-10-03,2016-11-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2016-11-02,2016-12-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2017-01-02,2017-02-01,"R$ 0,0172",Dividendo
BANCO BRADESCO,BBDC3,2017-02-01,2017-03-01,"R$ 0,0172",Dividendo
BANCO BRADESCO,BBDC3,2017-06-30,2017-07-17,"R$ 0,1725",JCP
BANCO BRADESCO,BBDC3,2018-01-02,2018-02-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2018-02-01,2018-03-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2017-12-25,2018-03-08,"R$ 0,7545",JCP
BANCO BRADESCO,BBDC3,2018-03-01,2018-04-02,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2018-04-02,2018-05-02,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2018-05-02,2018-06-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2018-06-01,2018-07-02,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2018-06-29,2018-07-16,"R$ 0,1725",JCP
BANCO BRADESCO,BBDC3,2018-07-02,2018-08-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2018-08-01,2018-09-03,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2018-09-03,2018-10-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2018-10-01,2018-11-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2018-11-01,2018-12-03,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2018-12-03,2019-01-02,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2019-01-02,2019-02-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2019-02-01,2019-03-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2018-12-21,2019-03-08,"R$ 0,6638",JCP
BANCO BRADESCO,BBDC3,2019-03-01,2019-04-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2019-03-03,2019-04-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2019-03-05,2019-04-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2019-04-01,2019-05-02,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2019-05-02,2019-06-03,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2019-06-03,2019-07-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2019-06-28,2019-07-15,"R$ 0,1725",JCP
BANCO BRADESCO,BBDC3,2019-07-01,2019-08-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2019-08-01,2019-09-02,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2019-09-02,2019-10-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2019-10-17,2019-10-23,"R$ 0,9487",Dividendo
BANCO BRADESCO,BBDC3,2019-10-01,2019-11-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2019-11-01,2019-12-02,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2019-12-19,2019-12-30,"R$ 0,5034",JCP
BANCO BRADESCO,BBDC3,2019-12-02,2020-01-02,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2020-01-02,2020-02-03,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2020-02-17,2020-02-28,"R$ 0,0582",Dividendo
BANCO BRADESCO,BBDC3,2020-02-03,2020-03-02,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2020-03-02,2020-04-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2020-04-01,2020-05-04,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2020-05-04,2020-06-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2020-06-01,2020-07-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2020-07-01,2020-08-03,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2020-08-03,2020-09-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2020-09-01,2020-10-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2020-10-01,2020-11-03,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2020-11-03,2020-12-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2021-01-04,2021-02-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2021-02-01,2021-03-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2021-02-17,2021-03-08,"R$ 0,0198",JCP
BANCO BRADESCO,BBDC3,2021-03-01,2021-04-01,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC3,2021-04-01,2021-05-03,"R$ 0,0172",JCP
BANCO BRADESCO,BBDC4,2009-12-01,2010-01-04,"R$ 0,0145",JCP
BANCO BRADESCO,BBDC4,2010-01-04,2010-02-01,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2009-12-04,2010-03-09,"R$ 0,5497",JCP
BANCO BRADESCO,BBDC4,2010-02-10,2010-03-09,"R$ 0,0236",Dividendo
BANCO BRADESCO,BBDC4,2010-03-01,2010-04-01,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2010-04-02,2010-05-03,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2010-05-03,2010-06-01,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2010-06-01,2010-07-01,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2010-06-28,2010-07-19,"R$ 0,1711",JCP
BANCO BRADESCO,BBDC4,2010-07-01,2010-08-02,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2010-08-02,2010-09-01,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2010-09-01,2010-10-01,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2010-10-01,2010-11-01,"R$ 0,0145",JCP
BANCO BRADESCO,BBDC4,2010-11-02,2010-12-01,"R$ 0,0145",JCP
BANCO BRADESCO,BBDC4,2010-12-01,2011-01-03,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2011-01-03,2011-02-01,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2010-12-06,2011-02-18,"R$ 0,5307",JCP
BANCO BRADESCO,BBDC4,2011-02-11,2011-02-18,"R$ 0,0877",Dividendo
BANCO BRADESCO,BBDC4,2011-02-01,2011-03-01,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2011-03-01,2011-04-01,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2011-04-01,2011-05-02,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2011-05-02,2011-06-01,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2011-06-01,2011-07-01,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2011-06-27,2011-07-18,"R$ 0,1711",JCP
BANCO BRADESCO,BBDC4,2011-07-01,2011-08-01,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2011-08-01,2011-09-01,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2011-09-01,2011-10-03,"R$ 0,0145",Dividendo
BANCO BRADESCO,BBDC4,2011-10-03,2011-11-01,"R$ 0,016",Dividendo
BANCO BRADESCO,BBDC4,2011-11-02,2011-12-01,"R$ 0,016",Dividendo
BANCO BRADESCO,BBDC4,2011-12-01,2012-01-02,"R$ 0,016",Dividendo
BANCO BRADESCO,BBDC4,2012-01-02,2012-02-01,"R$ 0,016",Dividendo
BANCO BRADESCO,BBDC4,2012-02-01,2012-03-01,"R$ 0,016",Dividendo
BANCO BRADESCO,BBDC4,2011-12-12,2012-03-08,"R$ 0,6338",JCP
BANCO BRADESCO,BBDC4,2012-02-10,2012-03-08,"R$ 0,0415",Dividendo
BANCO BRADESCO,BBDC4,2012-03-01,2012-04-02,"R$ 0,016",Dividendo
BANCO BRADESCO,BBDC4,2012-04-02,2012-05-02,"R$ 0,0176",JCP
BANCO BRADESCO,BBDC4,2012-05-02,2012-06-01,"R$ 0,0176",Dividendo
BANCO BRADESCO,BBDC4,2012-06-01,2012-07-02,"R$ 0,0176",Dividendo
BANCO BRADESCO,BBDC4,2012-06-27,2012-07-18,"R$ 0,207",JCP
BANCO BRADESCO,BBDC4,2012-07-02,2012-08-01,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2012-09-03,2012-10-01,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2012-10-01,2012-11-01,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2012-11-02,2012-12-03,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2012-12-03,2013-01-02,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2013-01-02,2013-02-01,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2013-02-01,2013-03-01,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2012-12-25,2013-03-07,"R$ 0,5638",JCP
BANCO BRADESCO,BBDC4,2013-02-05,2013-03-07,"R$ 0,0731",Dividendo
BANCO BRADESCO,BBDC4,2013-03-01,2013-04-01,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2013-04-01,2013-05-02,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2013-05-02,2013-06-03,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2013-06-03,2013-07-01,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2013-06-27,2013-07-18,"R$ 0,2071",JCP
BANCO BRADESCO,BBDC4,2013-07-01,2013-08-10,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2013-08-01,2013-09-02,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2013-10-01,2013-11-01,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2013-11-01,2013-12-02,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2013-12-02,2014-01-02,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2014-01-02,2014-02-03,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2014-02-03,2014-03-05,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2013-12-25,2014-03-07,"R$ 0,3548",JCP
BANCO BRADESCO,BBDC4,2014-02-10,2014-03-07,"R$ 0,2132",Dividendo
BANCO BRADESCO,BBDC4,2014-03-05,2014-04-01,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2014-04-01,2014-05-02,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2014-05-02,2014-06-02,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2014-06-24,2014-07-18,"R$ 0,207",JCP
BANCO BRADESCO,BBDC4,2014-07-01,2014-08-01,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2014-08-01,2014-09-01,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2014-09-01,2014-10-01,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2014-10-01,2014-11-03,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2014-11-03,2014-12-01,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2014-12-01,2015-01-02,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2015-01-02,2015-02-02,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2015-02-02,2015-03-02,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2014-12-22,2015-03-06,"R$ 0,6494",JCP
BANCO BRADESCO,BBDC4,2015-02-09,2015-03-06,"R$ 0,1575",Dividendo
BANCO BRADESCO,BBDC4,2015-03-02,2015-04-01,"R$ 0,0207",JCP
BANCO BRADESCO,BBDC4,2015-04-01,2015-05-04,"R$ 0,0161",JCP
BANCO BRADESCO,BBDC4,2015-05-04,2015-06-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2015-06-01,2015-07-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2015-06-22,2015-07-17,"R$ 0,1899",Dividendo
BANCO BRADESCO,BBDC4,2015-07-01,2015-08-03,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2015-08-03,2015-09-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2015-09-01,2015-10-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2015-10-01,2015-11-03,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2015-11-03,2015-12-01,"R$ 0,0161",JCP
BANCO BRADESCO,BBDC4,2015-12-01,2016-01-04,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2016-01-04,2016-02-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2015-12-16,2016-03-01,"R$ 0,8445",JCP
BANCO BRADESCO,BBDC4,2016-03-01,2016-04-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2016-04-01,2016-05-02,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2016-05-02,2016-06-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2016-06-01,2016-07-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2016-06-22,2016-07-18,"R$ 0,1898",JCP
BANCO BRADESCO,BBDC4,2016-08-01,2016-09-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2016-09-01,2016-10-03,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2016-10-03,2016-11-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2016-11-02,2016-12-01,"R$ 0,019",JCP
BANCO BRADESCO,BBDC4,2017-01-02,2017-02-01,"R$ 0,019",Dividendo
BANCO BRADESCO,BBDC4,2017-02-01,2017-03-01,"R$ 0,019",Dividendo
BANCO BRADESCO,BBDC4,2017-06-30,2017-07-17,"R$ 0,1897",JCP
